16,8,no,yes
1.0570484E-08,1.52679547E-09,1.60232943E-07,6.00660363E-12,0.9999998,9.449728E-09,1.23025981E-08,9.91396E-10,0
0.002451766,0.0005512201,0.0063303886,0.000122375583,0.9589189,0.0222537462,0.008983561,0.000388026354,0
5.382089E-06,3.84402554E-08,8.22284051E-07,1.46369352E-08,0.999993265,9.765083E-08,9.01927848E-08,2.7211172E-07,1
3.95796542E-06,2.44360656E-08,3.291685E-07,1.935065E-09,0.9999912,2.461666E-06,1.96641076E-06,8.561949E-08,0
3.03948218E-05,1.30746948E-05,0.00325552234,8.074536E-08,0.9926525,0.00363545,0.000333539385,7.943756E-05,1
0.000137224473,6.922984E-07,7.38530143E-05,1.87493924E-07,0.999765158,1.25752331E-05,1.67030578E-06,8.613004E-06,0
2.80264025E-08,6.347948E-08,9.236748E-06,2.52110336E-15,0.999983549,7.132026E-06,2.71582626E-12,5.42829448E-10,1
0.00399567559,0.000383224484,0.0265023615,5.994516E-06,0.9657108,0.00175799744,0.00140648242,0.000237417262,0
1.62798115E-05,4.94691267E-06,0.000137314884,5.80620451E-07,0.9997601,8.71099746E-06,6.296574E-05,9.095711E-06,0
8.84096636E-08,8.569669E-10,1.02445222E-06,3.58491514E-10,0.999998868,5.58179858E-09,5.154134E-09,3.519995E-08,0
0.000376171956,6.40586677E-06,0.000699299853,4.1190302E-05,0.998621464,1.50712058E-05,3.90654968E-05,0.000201345349,0
6.121114E-08,6.07021E-09,1.79745407E-09,2.639252E-10,0.9999997,2.14560984E-07,5.18876E-09,3.660428E-08,1
9.29041E-06,0.000118981574,3.15619363E-05,0.000589638,0.06630674,0.00555004273,7.44669524E-06,0.9273863,0
0.09557262,0.003917685,0.684764564,4.03712329E-06,8.999826E-08,0.002147009,0.213587672,6.34691469E-06,1
2.45541414E-05,0.000249862962,4.51454434E-05,0.001153976,5.58101638E-05,0.004939176,1.091316E-05,0.993520558,1
0.000180212213,0.00666464865,8.38936248E-05,0.0007357052,0.01107604,0.188226521,0.000116916584,0.792916059,1
